"Time","Temperature"
2025-09-29 07:00:00,20.8 °C
2025-09-29 13:00:00,20.9 °C
2025-09-29 19:00:00,21.0 °C
2025-09-30 01:00:00,20.8 °C
2025-09-30 07:00:00,20.7 °C
2025-09-30 13:00:00,21.1 °C
2025-09-30 19:00:00,21.1 °C
2025-10-01 01:00:00,20.7 °C
2025-10-01 07:00:00,20.6 °C
2025-10-01 13:00:00,20.9 °C
2025-10-01 19:00:00,20.9 °C
2025-10-02 01:00:00,20.3 °C
2025-10-02 07:00:00,20.3 °C
2025-10-02 13:00:00,20.9 °C
2025-10-02 19:00:00,20.8 °C
2025-10-03 01:00:00,20.3 °C
2025-10-03 07:00:00,20.3 °C
2025-10-03 13:00:00,20.7 °C
2025-10-03 19:00:00,20.9 °C
2025-10-04 01:00:00,20.9 °C
2025-10-04 07:00:00,21.0 °C
2025-10-04 13:00:00,21.0 °C
2025-10-04 19:00:00,20.9 °C
2025-10-05 01:00:00,20.7 °C
2025-10-05 07:00:00,20.7 °C
2025-10-05 13:00:00,20.9 °C
2025-10-05 19:00:00,21.0 °C
2025-10-06 01:00:00,20.9 °C
2025-10-06 07:00:00,20.9 °C
2025-10-06 13:00:00,21.0 °C
2025-10-06 19:00:00,20.9 °C
2025-10-07 01:00:00,20.5 °C
2025-10-07 07:00:00,20.6 °C
2025-10-07 13:00:00,21.1 °C
2025-10-07 19:00:00,21.1 °C
2025-10-08 01:00:00,20.9 °C
2025-10-08 07:00:00,20.8 °C
2025-10-08 13:00:00,20.9 °C
2025-10-08 19:00:00,21.0 °C
2025-10-09 01:00:00,20.9 °C
2025-10-09 07:00:00,20.9 °C
2025-10-09 13:00:00,20.9 °C
2025-10-09 19:00:00,21.1 °C
2025-10-10 01:00:00,21.0 °C
2025-10-10 07:00:00,21.0 °C
2025-10-10 13:00:00,21.0 °C
2025-10-10 19:00:00,21.1 °C
2025-10-11 01:00:00,21.0 °C
2025-10-11 07:00:00,21 °C
2025-10-11 13:00:00,20.9 °C
2025-10-11 19:00:00,21.0 °C
2025-10-12 01:00:00,21.0 °C
2025-10-12 07:00:00,20.9 °C
2025-10-12 13:00:00,21.0 °C
2025-10-12 19:00:00,21.1 °C
2025-10-13 01:00:00,21.1 °C
2025-10-13 07:00:00,21.0 °C
2025-10-13 13:00:00,21.1 °C
2025-10-13 19:00:00,21.0 °C
2025-10-14 01:00:00,21.0 °C
2025-10-14 07:00:00,21.0 °C
2025-10-14 13:00:00,21.1 °C
2025-10-14 19:00:00,20.9 °C
2025-10-15 01:00:00,21 °C
2025-10-15 07:00:00,21.0 °C
2025-10-15 13:00:00,21.2 °C
2025-10-15 19:00:00,21.0 °C
2025-10-16 01:00:00,21.0 °C
2025-10-16 07:00:00,21.0 °C
2025-10-16 13:00:00,21.2 °C
2025-10-16 19:00:00,21.0 °C
2025-10-17 01:00:00,21.0 °C
2025-10-17 07:00:00,21.0 °C
2025-10-17 13:00:00,21.1 °C
2025-10-17 19:00:00,21.0 °C
2025-10-18 01:00:00,21.0 °C
2025-10-18 07:00:00,21.0 °C
2025-10-18 13:00:00,21.2 °C
2025-10-18 19:00:00,20.9 °C
2025-10-19 01:00:00,20.9 °C
2025-10-19 07:00:00,20.8 °C
2025-10-19 13:00:00,21.0 °C
2025-10-19 19:00:00,20.9 °C
2025-10-20 01:00:00,21.0 °C
2025-10-20 07:00:00,20.9 °C
2025-10-20 13:00:00,21.0 °C
2025-10-20 19:00:00,20.8 °C
2025-10-21 01:00:00,20.9 °C
2025-10-21 07:00:00,20.9 °C
2025-10-21 13:00:00,21.1 °C
2025-10-21 19:00:00,20.8 °C
2025-10-22 01:00:00,20.9 °C
2025-10-22 07:00:00,20.9 °C
2025-10-22 13:00:00,21.1 °C
2025-10-22 19:00:00,20.9 °C
2025-10-23 01:00:00,21.0 °C
2025-10-23 07:00:00,20.9 °C
2025-10-23 13:00:00,20.8 °C
2025-10-23 19:00:00,20.6 °C
2025-10-24 01:00:00,20.7 °C
2025-10-24 07:00:00,20.8 °C
2025-10-24 13:00:00,20.8 °C
2025-10-24 19:00:00,20.6 °C
2025-10-25 01:00:00,20.6 °C
2025-10-25 07:00:00,20.6 °C
2025-10-25 13:00:00,20.6 °C
2025-10-25 19:00:00,20.5 °C
2025-10-26 01:00:00,20.5 °C
2025-10-26 07:00:00,20.6 °C
2025-10-26 13:00:00,20.7 °C
2025-10-26 19:00:00,20.4 °C
2025-10-27 01:00:00,20.4 °C
2025-10-27 07:00:00,20.4 °C
2025-10-27 13:00:00,20.4 °C
2025-10-27 19:00:00,20.3 °C
2025-10-28 01:00:00,20.4 °C
2025-10-28 07:00:00,20.6 °C
2025-10-28 13:00:00,21.0 °C
2025-10-28 19:00:00,20.6 °C
2025-10-29 01:00:00,20.5 °C
2025-10-29 07:00:00,20.7 °C
2025-10-29 13:00:00,20.9 °C
2025-10-29 19:00:00,20.7 °C
2025-10-30 01:00:00,20.8 °C
2025-10-30 07:00:00,20.8 °C
2025-10-30 13:00:00,21.0 °C
2025-10-30 19:00:00,20.8 °C
2025-10-31 01:00:00,20.9 °C
2025-10-31 07:00:00,21.1 °C
2025-10-31 13:00:00,21.3 °C
2025-10-31 19:00:00,20.9 °C
2025-11-01 01:00:00,20.9 °C
2025-11-01 07:00:00,20.9 °C
2025-11-01 13:00:00,21.0 °C
2025-11-01 19:00:00,20.9 °C
2025-11-02 01:00:00,20.9 °C
2025-11-02 07:00:00,20.8 °C
2025-11-02 13:00:00,20.8 °C
2025-11-02 19:00:00,20.6 °C
2025-11-03 01:00:00,20.6 °C
2025-11-03 07:00:00,20.8 °C
2025-11-03 13:00:00,21.1 °C
2025-11-03 19:00:00,20.8 °C
2025-11-04 01:00:00,20.5 °C
2025-11-04 07:00:00,20.5 °C
2025-11-04 13:00:00,20.9 °C
2025-11-04 19:00:00,20.6 °C
2025-11-05 01:00:00,20.3 °C
2025-11-05 07:00:00,20.2 °C
2025-11-05 13:00:00,20.9 °C
2025-11-05 19:00:00,20.6 °C
2025-11-06 01:00:00,20.3 °C
2025-11-06 07:00:00,20.3 °C
2025-11-06 13:00:00,20.8 °C
2025-11-06 19:00:00,20.4 °C
2025-11-07 01:00:00,20.3 °C
2025-11-07 07:00:00,20.4 °C
2025-11-07 13:00:00,20.9 °C
2025-11-07 19:00:00,20.7 °C
2025-11-08 01:00:00,20.5 °C
2025-11-08 07:00:00,20.6 °C
2025-11-08 13:00:00,20.7 °C
2025-11-08 19:00:00,20.5 °C
2025-11-09 01:00:00,20.6 °C
2025-11-09 07:00:00,20.6 °C
2025-11-09 13:00:00,20.8 °C
2025-11-09 19:00:00,20.7 °C
2025-11-10 01:00:00,20.8 °C
2025-11-10 07:00:00,20.8 °C
2025-11-10 13:00:00,21.3 °C
2025-11-10 19:00:00,20.7 °C
2025-11-11 01:00:00,20.7 °C
2025-11-11 07:00:00,20.7 °C
2025-11-11 13:00:00,20.9 °C
2025-11-11 19:00:00,20.7 °C
2025-11-12 01:00:00,20.4 °C
2025-11-12 07:00:00,20.3 °C
2025-11-12 13:00:00,21.0 °C
2025-11-12 19:00:00,20.6 °C
2025-11-13 01:00:00,20.8 °C
2025-11-13 07:00:00,20.8 °C
2025-11-13 13:00:00,21.1 °C
2025-11-13 19:00:00,20.9 °C
2025-11-14 01:00:00,20.8 °C
2025-11-14 07:00:00,20.7 °C
2025-11-14 13:00:00,20.9 °C
2025-11-14 19:00:00,20.8 °C
2025-11-15 01:00:00,20.6 °C
2025-11-15 07:00:00,20.7 °C
2025-11-15 13:00:00,20.8 °C
2025-11-15 19:00:00,20.7 °C
2025-11-16 01:00:00,20.6 °C
2025-11-16 07:00:00,20.6 °C
2025-11-16 13:00:00,20.6 °C
2025-11-16 19:00:00,20.6 °C
2025-11-17 01:00:00,20.4 °C
2025-11-17 07:00:00,20.5 °C
2025-11-17 13:00:00,20.7 °C
